$ good good bye,greetings
$ good bye for now,greetings
$ goodbye for now,greetings
What is happening,greetings
what is been happening,greetings
whats up,greetings
going on,greetings
what is going on,greetings
* what is going on,greetings
que pasa,greetings
what is popping,greetings
hey what is up,greetings
so what is up,greetings
what * is up,greetings
what the * is up,greetings
what the * is happening,greetings
what * is happening,greetings
what else is new,greetings
* what else is new,greetings
* what else is new *,greetings
what are you up to today,greetings
* what are you up to today,greetings
* what are you up to today *,greetings
what re you up to today *,greetings
what is up player,greetings
* what is up player,greetings
anything new,greetings
* what are you up too today,greetings
* what are you up too today *,greetings
hello what is been happening,greetings
hello whats up,greetings
hello what is going on,greetings
* hello what is going on,greetings
hello what is popping,greetings
hey hello what is up,greetings
so hello what is up,greetings
hello what * is up,greetings
hello what the * is up,greetings
hello what the * is happening,greetings
hello what * is happening,greetings
hello what else is new,greetings
* hello what else is new,greetings
* hello what else is new *,greetings
hello what are you up to today,greetings
* hello what are you up to today,greetings
* hello what are you up to today *,greetings
hello what re you up to today *,greetings
* hello how is it hanging,greetings
hello how is it hanging *,greetings
* hello how is it hanging *,greetings
hello what is up player,greetings
* hello what is up player,greetings
* hello what are you up too today,greetings
* hello what are you up too today *,greetings
$ What is happening,greetings
$ what has been happening,greetings
$ what up,greetings
$ what is up,greetings
$ how is it hanging,greetings
$ What you been up to,greetings
$ what you up to,greetings
$ what is new,greetings
$ what is up friend,greetings
$ what you up to today,greetings
$ what is shaking,greetings
$ how you hanging,greetings
$ what are you up too,greetings
$ What you been up too,greetings
$ what you up too,greetings
$ what you up too today,greetings
$ what are you up to,greetings
$ anything exciting happening,greetings
$ what up with you,greetings
$ what is up my friend,greetings
$ Hello what is happening,greetings
$ hello what has been happening,greetings
$ hello what up,greetings
$ hello what is up,greetings
$ Hello what you been up to,greetings
$ hello what you up to,greetings
$ hello what is new,greetings
$ hello what is up friend,greetings
$ hello what you up to today,greetings
$ hello what is shaking,greetings
$ hello how you hanging,greetings
$ hello what are you up too,greetings
$ Hello what you been up too,greetings
$ hello what you up too,greetings
$ hello what you up too today,greetings
$ hello what are you up to,greetings
$ hello what up with you,greetings
$ hello what is up my friend,greetings
$ what is up dude,greetings
I am well,greetings
I am fine thank you,greetings
* I am fine thank you,greetings
I am fine thank you *,greetings
fine,greetings
fine thank you,greetings
I am fine,greetings
* I am fine,greetings
I am fine *,greetings
yes I am fine,greetings
I am doing fine,greetings
I am doing good,greetings
I am doing great,greetings
I am doing quite well,greetings
I am doing very very *,greetings
I am doing very *,greetings
I am very good,greetings
I am doing very very well,greetings
I am doing very well,greetings
I am doing well,greetings
I am quite good,greetings
I am quite fine,greetings
I am quite well,greetings
I am fine too,greetings
I am okay,greetings
I am pretty good,greetings
I am good,greetings
I am good thank you,greetings
yes I am doing fine,greetings
yes I am doing good,greetings
yes I am doing great,greetings
yes I am doing quite well,greetings
yes I am doing very very *,greetings
yes I am doing very *,greetings
yes I am very good,greetings
yes I am doing very very well,greetings
yes I am doing very well,greetings
yes I am doing well,greetings
yes I am quite good,greetings
yes I am quite fine,greetings
yes I am quite well,greetings
yes I am fine too,greetings
yes I am okay,greetings
yes I am pretty good,greetings
yes I am good,greetings
no I am doing fine,greetings
no I am doing good,greetings
no I am doing great,greetings
no I am doing quite well,greetings
no I am doing very very *,greetings
no I am doing very *,greetings
no I am very good,greetings
no I am doing very very well,greetings
no I am doing very well,greetings
no I am doing well,greetings
no I am quite good,greetings
no I am quite fine,greetings
no I am quite well,greetings
no I am fine too,greetings
no I am okay,greetings
no I am pretty good,greetings
no I am good,greetings
not so bad,greetings
not so bad *,greetings
not so bad yourself,greetings
not so bad yourself *,greetings
I am doing fine thank you,greetings
I am doing good thank you,greetings
I am doing great thank you,greetings
I am doing quite well thank you,greetings
I am doing very very thank you *,greetings
I am doing very thank you *,greetings
I am doing very very well thank you,greetings
I am doing very well thank you,greetings
I am doing well thank you,greetings
I am fine too thank you,greetings
I am okay thank you,greetings
I am pretty good thank you,greetings
* not too bad thank you,greetings
not too bad thank you *,greetings
* not too bad thank you *,greetings
not so bad thank you,greetings
not so bad thank you *,greetings
I am good and you,greetings
Great thanks how are you,greetings
Good thanks,greetings
good thanks *,greetings
* been pretty good,greetings
pretty good,greetings
* pretty good,greetings
good thank you,greetings
good thank you *,greetings
quite good,greetings
Great as always,greetings
Great as always *,greetings
I am alright,greetings
* I am alright,greetings
I am alright *,greetings
I am alright thank you,greetings
* I am alright thank you,greetings
I am alright thank you *,greetings
things are good,greetings
things are good *,greetings
things are * good,greetings
things are * good *,greetings
things are well,greetings
things are well *,greetings
things are * well,greetings
things are * well *,greetings
things are good thank you,greetings
things are good thank you *,greetings
things are * good thank you,greetings
things are * good thank you *,greetings
things are well thank you,greetings
things are well thank you *,greetings
things are * well thank you,greetings
things are * well thank you *,greetings
doing well,greetings
doing well *,greetings
* doing well *,greetings
feeling good,greetings
* feeling good,greetings
pretty darn good,greetings
pretty darn good *,greetings
* not too bad your self,greetings
not too bad your self *,greetings
* not too bad your self *,greetings
not so bad your self,greetings
not so bad your self *,greetings
life is good,greetings
life is good *,greetings
yes life is good,greetings
yes life is good *,greetings
$ I am well,greetings
$ I am well thank you,greetings
$ not bad,greetings
$ not bad thank you,greetings
$ I am very well,greetings
$ very well,greetings
$ really well,greetings
$ very well thank you,greetings
$ really well thank you,greetings
$ not to bad,greetings
$ not to bad yourself,greetings
$ not too bad,greetings
$ not too bad yourself,greetings
$ pretty good thank you,greetings
$ I am ok,greetings
$ I am all right,greetings
$ I am ok thank you,greetings
$ I am all right thank you,greetings
$ I am in a good mood,greetings
$ I am great,greetings
$ I am great thank you,greetings
$ great thank you,greetings
$ well thank you,greetings
$ it is going good,greetings
$ doing good,greetings
$ doing great,greetings
$ doing fine,greetings
$ doing ok,greetings
$ doing just fine,greetings
$ I am feeling good,greetings
$ I feel good,greetings
$ I have been good,greetings
$ I have been great,greetings
$ I have been well,greetings
$ I feel so good,greetings
$ I am feeling so good,greetings
$ I am better than good,greetings
$ not to bad your self,greetings
$ I am really good,greetings
$ I am brilliant thank you,greetings
$ I feel ok,greetings
$ I feel ok thank you,greetings
I have to go now,greetings
have to go,greetings
* have to go,greetings
have to go *,greetings
I am going to go now,greetings
I am off,greetings
* I am off,greetings
I am off *,greetings
I am leaving,greetings
I am leaving *,greetings
I go,greetings
I * go,greetings
I going,greetings
* have to get going,greetings
* have to go bye,greetings
* have to leave,greetings
* have to leave *,greetings
I leave,greetings
I leaving,greetings
I left,greetings
I must be going *,greetings
I need to go,greetings
time to go,greetings
am leaving,greetings
* am leaving,greetings
* am leaving *,greetings
* I have got to go *,greetings
I am going to log off,greetings
I am going to log off *,greetings
* going to log off,greetings
* going to log off *,greetings
* need to go,greetings
going now,greetings
ok going now,greetings
ok I am going now,greetings
I am going now,greetings
I really should be going,greetings
* I really should be going,greetings
I really should be going now,greetings
* I really should be going now,greetings
$ I have to go,greetings
$ got to go,greetings
$ have got to go,greetings
$ I am going to go,greetings
$ I better go,greetings
$ I had better go,greetings
$ I would better go,greetings
$ I must go,greetings
$ I must leave,greetings
$ I must get going,greetings
$ another time,greetings
$ have to go now,greetings
$ Now I have to go,greetings
$ I am going to get going,greetings
$ I am out of here,greetings
$ Out of here,greetings
$ I should be leaving,greetings
$ I should leave,greetings
$ got to run,greetings
$ I go now,greetings
$ I must depart,greetings
$ it is time for me to go,greetings
$ it is time for me to leave,greetings
$ I must go now,greetings
$ hey I got to go,greetings
$ hey I have to go,greetings
$ I * go offline now,greetings
$ I am * logging off,greetings
$ I am logging off,greetings
$ I will be leaving now,greetings
$ I going now,greetings
What are you doing?,greetings
what are you doing right now,greetings
what are you doing at the moment,greetings
what you doing right now,greetings
what you doing at the moment,greetings
* what * up to,greetings
* what * up to *,greetings
what have you been doing today,greetings
doing anything exciting,greetings
* doing anything exciting,greetings
doing anything exciting *,greetings
doing anything interesting,greetings
* doing anything interesting,greetings
doing anything interesting *,greetings
what else are you doing right now,greetings
what else are you doing at the moment,greetings
what else you doing right now,greetings
what else you doing at the moment,greetings
* what else * up to,greetings
* what else * up to *,greetings
what else have you been doing today,greetings
$ What are you doing?,greetings
$ What you doing?,greetings
$ nothing what are you doing?,greetings
$ nothing what you doing?,greetings
$ What else are you doing?,greetings
$ What else you doing?,greetings
$ nothing what else are you doing?,greetings
$ nothing what else you doing?,greetings
$ What have you been up to,greetings
$ what have you been doing,greetings
$ What doing,greetings
$ What is doing,greetings
$ what are you doing today,greetings
$ what you doing today,greetings
$ anything interesting happening,greetings
$ What did you do today,greetings
$ what you do today,greetings
$ are you doing anything,greetings
$ thank you what are you up to,greetings
$ what is cracking,greetings
$ what are you really doing,greetings
$ what are you now doing,greetings
$ what have you being doing,greetings
$ what have you been up too,greetings
$ what have you got planned * day,greetings
$ good what you doing,greetings
$ tell me what you are doing,greetings
$ hello * what have you been doing,greetings
$ hello * what are you doing,greetings
$ What else have you been up to,greetings
$ what else have you been doing,greetings
$ what else are you doing today,greetings
$ what else you doing today,greetings
$ What else did you do today,greetings
$ what else you do today,greetings
$ thank you what else are you up to,greetings
$ what else is cracking,greetings
$ what else are you now doing,greetings
$ what else have you being doing,greetings
$ what else have you been up too,greetings
$ what else have you got planned * day,greetings
$ good what else you doing,greetings
$ what else your doing,greetings
$ tell me what else you are doing,greetings
$ what is you doing,greetings
I will see you later,greetings
see you late,greetings
i will talk to you later,greetings
later *,greetings
laters,greetings
* laters,greetings
laters *,greetings
talk with you again,greetings
* will talk with you again,greetings
will talk with you again *,greetings
* will talk with you again *,greetings
* will talk to you again,greetings
will talk to you again *,greetings
* will talk to you again *,greetings
speak with you again,greetings
* will speak with you again,greetings
will speak with you again *,greetings
* will speak with you again *,greetings
speak to you again,greetings
* will speak to you again,greetings
will speak to you again *,greetings
* will speak to you again *,greetings
see you again,greetings
* will see you again,greetings
will see you again *,greetings
* will see you again *,greetings
I will see you soon,greetings
i will talk to you soon,greetings
talk with you soon,greetings
* will talk with you soon,greetings
will talk with you soon *,greetings
* will talk with you soon *,greetings
* will talk to you soon,greetings
will talk to you soon *,greetings
* will talk to you soon *,greetings
speak with you soon,greetings
* will speak with you soon,greetings
will speak with you soon *,greetings
* will speak with you soon *,greetings
* will speak to you soon,greetings
will speak to you soon *,greetings
* will speak to you soon *,greetings
i will chat to you later,greetings
* will chat with you again,greetings
will chat with you again *,greetings
* will chat with you again *,greetings
* will chat to you again,greetings
will chat to you again *,greetings
* will chat to you again *,greetings
i will chat to you soon,greetings
chat with you soon,greetings
* will chat with you soon,greetings
will chat with you soon *,greetings
* will chat with you soon *,greetings
* will chat to you soon,greetings
will chat to you soon *,greetings
* will chat to you soon *,greetings
seeing you,greetings
be seeing you,greetings
$ see you later,greetings
$ see you,greetings
$ see you soon,greetings
$ catch you later,greetings
$ talk to you later,greetings
$ see you around,greetings
$ see you round,greetings
$ talk * you tomorrow,greetings
$ talk tomorrow,greetings
$ speak later,greetings
$ speak * later,greetings
$ speak to you later,greetings
$ later alligator,greetings
$ later alligators,greetings
$ talk to you again,greetings
$ speak soon,greetings
$ talk to you soon,greetings
$ talk * you soon,greetings
$ talk soon,greetings
$ speak * soon,greetings
$ speak to you soon,greetings
$ talk again,greetings
$ speak again soon,greetings
$ speak again sometime,greetings
$ chat to you later,greetings
$ chat * you tomorrow,greetings
$ chat tomorrow,greetings
$ chat with you again,greetings
$ chat to you again,greetings
$ chat to you soon,greetings
$ chat * you soon,greetings
$ chat soon,greetings
$ chat again,greetings
$ I will be seeing you,greetings
$ talk to you latter,greetings
Good night,greetings
night *,greetings
night night,greetings
night night *,greetings
nighty night,greetings
nighty night *,greetings
night to you,greetings
* night to you,greetings
* night to you *,greetings
$ Good night,greetings
$ Goodnight,greetings
$ have a good night,greetings
$ have a good sleep,greetings
$ have a nice night,greetings
$ have a nice evening,greetings
$ have a great night,greetings
$ have a safe night,greetings
I am going to sleep,greetings
I am going 2 sleep,greetings
I am off to bed,greetings
I am off 2 bed,greetings
I am going to turn in,greetings
I am going to turn in *,greetings
I am trying to go to bed,greetings
I am trying to go to bed *,greetings
* trying to go to bed,greetings
I am going to rest,greetings
I am going 2 rest,greetings
i am off to rest,greetings
i am off 2 rest,greetings
$ sleep,greetings
$ hit the sack,greetings
$ I am going to bed,greetings
$ Going to turn in,greetings
$ I should be in bed,greetings
$ I should be sleeping,greetings
$ I should be resting,greetings
It was nice talking to you,greetings
nice talking to you,greetings
nice talking with you,greetings
it was nice talking *,greetings
nice chatting with *,greetings
nice meeting you,greetings
* nice talking,greetings
nice talking *,greetings
* nice talking *,greetings
* nice meeting,greetings
nice meeting *,greetings
* nice meeting *,greetings
meeting you,greetings
nice chatting with you *,greetings
it is good talking to you,greetings
lovely talking to you *,greetings
It was interesting talking to you,greetings
interesting talking to you,greetings
interesting talking with you,greetings
it was interesting talking *,greetings
interesting chatting with *,greetings
interesting meeting you,greetings
* interesting talking,greetings
interesting talking *,greetings
* interesting talking *,greetings
* interesting meeting,greetings
interesting meeting *,greetings
* interesting meeting *,greetings
interesting chatting with you *,greetings
$ nice chatting,greetings
$ nice to speak to you,greetings
$ good talking to you,greetings
$ enjoyed chatting * you,greetings
$ enjoyed chatting * your,greetings
$ enjoy chatting * you,greetings
$ enjoy chatting * your,greetings
$ liked chatting * you,greetings
$ liked chatting * your,greetings
$ had fun chatting * you,greetings
$ had fun chatting * your,greetings
$ good chatting * you,greetings
$ good chatting * your,greetings
$ enjoyed talking * you,greetings
$ enjoyed talking * your,greetings
$ enjoy talking * you,greetings
$ enjoy talking * your,greetings
$ liked talking * you,greetings
$ liked talking * your,greetings
$ had fun talking * you,greetings
$ had fun talking * your,greetings
$ good talking * you,greetings
$ good talking * your,greetings
$ been great talking to you,greetings
$ been great chatting to you,greetings
$ good to talk to you,greetings
$ good to talk with you,greetings
$ good to chat to you,greetings
$ good to chat with you,greetings
$ nice to talk to you,greetings
$ nice to talk with you,greetings
$ nice to chat to you,greetings
$ nice to chat with you,greetings
$ fun chatting with you,greetings
$ fun chatting to you,greetings
$ fun speaking with you,greetings
$ fun speaking to you,greetings
$ fun talking with you,greetings
$ fun talking to you,greetings
$ glad to have spoken with you,greetings
$ glad to have chatted with you,greetings
$ pleasure to meat you,greetings
$ interesting chatting,greetings
$ interesting to speak to you,greetings
$ interesting to talk to you,greetings
$ interesting to talk with you,greetings
$ interesting to chat to you,greetings
$ interesting to chat with you,greetings
It is nice to meet you.,greetings
* it is nice to meet you,greetings
it is nice to meet *,greetings
nice to meet you too,greetings
* nice to meet you too *,greetings
great to meet you,greetings
great to meet you *,greetings
* great to meet you *,greetings
nice to meet you to,greetings
pleased to meet *,greetings
* pleased to meet *,greetings
nice to have met you too,greetings
* nice to have met you too *,greetings
good to have met you,greetings
good to have met you *,greetings
* good to have met you *,greetings
great to have met you,greetings
great to have met you *,greetings
* great to have met you *,greetings
nice to have met you *,greetings
* nice to have met you *,greetings
nice to have met you to,greetings
pleased to have met *,greetings
* pleased to have met *,greetings
It is nice too meet you.,greetings
* it is nice too meet you,greetings
it is nice too meet *,greetings
great too meet you,greetings
great too meet you *,greetings
* great too meet you *,greetings
nice too meet you too,greetings
pleased too meet *,greetings
* pleased too meet *,greetings
good too have met you,greetings
good too have met you *,greetings
* good too have met you *,greetings
great too have met you,greetings
great too have met you *,greetings
* great too have met you *,greetings
nice too have met you *,greetings
* nice too have met you *,greetings
nice too have met you too,greetings
pleased too have met *,greetings
* pleased too have met *,greetings
It is nice 2 meet you.,greetings
* it is nice 2 meet you,greetings
it is nice 2 meet *,greetings
great 2 meet you,greetings
great 2 meet you *,greetings
* great 2 meet you *,greetings
nice 2 meet you 2,greetings
pleased 2 meet *,greetings
* pleased 2 meet *,greetings
good 2 have met you,greetings
good 2 have met you *,greetings
* good 2 have met you *,greetings
great 2 have met you,greetings
great 2 have met you *,greetings
* great 2 have met you *,greetings
nice 2 have met you *,greetings
* nice 2 have met you *,greetings
nice 2 have met you 2,greetings
pleased 2 have met *,greetings
* pleased 2 have met *,greetings
$ nice to meet you,greetings
$ it is nice to meet you too,greetings
$ nice to met you,greetings
$ nice to * met you,greetings
$ good to meet you,greetings
$ nice too meet you,greetings
$ good too meet you,greetings
$ nice 2 meet you,greetings
$ good 2 meet you,greetings
I want to go,greetings
disconnect me,greetings
end,greetings
exit,greetings
ending,greetings
exiting,greetings
i quit,greetings
i resign,greetings
i want to leave,greetings
I am finished here,greetings
I am finished,greetings
I am stopping,greetings
can I go *,greetings
$ Quit,greetings
$ you want me to leave,greetings
$ I am going,greetings
$ log off,greetings
$ shut down this chat,greetings
$ I want to go away,greetings
$ I want to stop talking,greetings
$ shut down,greetings
I will be back later.,greetings
* I will be back later,greetings
I will be back later *,greetings
* I will be back later *,greetings
$ be back later,greetings
$ be right back,greetings
$ be back soon,greetings
$ back later,greetings
$ back in a second,greetings
$ back in a bit,greetings
$ I will be back again soon,greetings
$ back again soon,greetings
$ I will be back,greetings
I am back.,greetings
back,greetings
* I am back,greetings
I am back *,greetings
* I am back *,greetings
$ I have returned,greetings
$ It is * from before,greetings
$ It is * from earlier,greetings
$ I have come back,greetings
Are you there?,greetings
Speak to me if you are there.,greetings
is anybody home,greetings
is anyone here,greetings
is anybody here,greetings
ping,greetings
is anyone there,greetings
you there,greetings
you there *,greetings
are you on,greetings
you around?,greetings
you still around,greetings
are you still around,greetings
you still there,greetings
$ Are you there?,greetings
$ are you still there,greetings
$ are you still here,greetings
Hello again.,greetings
* hello again,greetings
hello again *,greetings
* hello again *,greetings
me again,greetings
* me again,greetings
me again *,greetings
$ hi again,greetings
Are you tired?,greetings
are not you tired,greetings
are you not tired,greetings
do you feel tired,greetings
do you feel tired *,greetings
are you sleepy,greetings
are you * tired,greetings
you sound tired,greetings
* you sound tired,greetings
you sound tired *,greetings
$ Are you tired?,greetings
I am not well.,greetings
* I am not well,greetings
I am not well *,greetings
* I am not well *,greetings
ill,greetings
# diabetes,greetings
# diabetic,greetings
$ I do not feel good,greetings
$ I do not feel well,greetings
$ I am ill,greetings
$ do not feel good,greetings
$ I am sick,greetings
$ I am not feeling well,greetings
$ I feel ill,greetings
$ I have a headache,greetings
$ I am not doing * good,greetings
$ I am not going * good,greetings
$ I am not doing * great,greetings
$ I am not going * great,greetings
$ I am not doing * well,greetings
$ I am not going * well,greetings
$ under the weather,greetings
$ I feel sick,greetings
$ I am not feeling fine,greetings
$ wish my health was better,greetings
$ I am not doing so good,greetings
$ I * not doing so good,greetings
$ I have been sick,greetings
Go to sleep,greetings
go to bed,greetings
hibernate,greetings
go to sleep *,greetings
go to bed *,greetings
you need sleep,greetings
you need sleep *,greetings
get some rest,greetings
get some sleep,greetings
How did you sleep?,greetings
did you sleep well,greetings
* did you sleep,greetings
did you sleep *,greetings
* did you sleep *,greetings
$ How did you sleep?,greetings
$ did you have a nice sleep,greetings
